Feature1,Feature2,Feature3,Class
-0.457872700559932,-0.7847823634832592,0.38819189251436553,0
-1.0979365693870726,-1.636184248857739,-0.9690212536386078,0
-0.029113553831659034,-2.0655623808293253,-1.3545051460074162,0
-0.7874507532243675,-0.2637956190772897,-0.6632243690963874,0
-2.140041131851884,1.2383063908472107,-1.5319242925305863,0
-0.8009195386199952,1.0128913145221856,0.7201699593989574,0
-1.0933757026031892,1.1654201238965742,2.0551170633761147,0
0.26387203361369405,0.7903632434108883,-1.2638532552404829,0
0.47739798726611177,1.0485120897054219,-0.8442983009324033,0
-0.8510255193759089,-0.0681541867989131,-0.3931473057356161,0
2.3532136892545217,-0.1077846142687346,0.0513772369439479,0
1.5425227631820344,1.371475978157959,-0.7432566685947015,0
-2.1897429323583903,1.1461384175504212,-1.1275977531526922,0
0.6854593869959082,-0.6365298016907497,-0.03166175899844264,0
-0.19653095933077253,0.8451541870304973,-1.3234704512139435,0
-0.14509406409164727,0.6665687037415069,1.4425098325669332,0
-2.1253792323240215,0.25821763868095704,0.3668378965591574,0
-0.5480906133237403,0.5332843042131284,0.8722155233142312,0
0.4730015229728795,-1.3375344402954747,-1.452611163665786,0
0.49002232902037807,-0.15375997331702115,1.0519783482633733,0
0.1161547789132607,1.0868430968689604,-0.7958327649012148,0
1.4937557867360254,0.5491170529273728,1.8062588138004927,0
1.116037939205253,-0.5061787296112337,0.253418736336692,0
0.6858758548295417,0.019882366626845786,1.7596719577931885,0
1.839878777027098,0.34614351814545985,-2.704674992462815,0
-0.352567379596788,-0.912822369131732,-0.7167713404242422,0
-2.2041399936200397,0.8722737528828408,0.001388571143412565,0
1.4310705157518255,-0.8975221174405261,-0.8726638631153184,0
-0.13379293586454702,0.8464278080411429,1.356691345606568,0
-0.7836677474628749,-0.35402159435695796,0.39542431041691345,0
1.030974150591826,-0.2837667204709064,-0.8507137980069592,0
-0.17738568303439456,1.1355414360876839,-1.1893637871074376,0
0.11783311568201582,-0.476154174100632,-0.17971008039605765,0
-1.3896406481994845,1.083837569611625,-0.10053247268447231,0
-0.6735886858617747,0.8369368685814178,0.12384444768778965,0
1.8179487445066655,-1.4055566552951673,-0.28363712297863986,0
-0.13936717204802723,0.46350678370398385,-1.9660896886365986,0
-0.029997194369996812,-0.9449264383771936,2.3739553181406103,0
0.4374696313294715,0.10855793349058494,0.025106328521356983,0
1.8647842141822966,0.5997404958880097,1.1681551461499786,0
-1.4956908851268413,-1.0815646894960926,1.0651282589695765,0
1.3260978717928487,0.5768672731419348,2.7423352774658936,0
-0.06542221748627317,1.4090706569915326,0.6733586161273353,0
-1.4080558327595643,1.279844856435845,0.5242009447025903,0
1.1519148871198943,1.4184558171714579,-0.405599128979517,0
-1.7065183980251697,-1.386573275852456,-0.9956148459328674,0
-1.8054002600231134,-0.5102662315021467,-0.03441923584681177,0
-2.4899352460254014,-0.9174428156182245,-0.2774741683059502,0
0.760423338014941,-0.1890093004825627,-1.4234173321908852,0
1.2947020745502273,1.2382339689389115,0.8889017615169182,0
0.26702295324458286,-0.1957141555131051,-0.8263861748333465,0
0.22070951673092276,-0.1364236967427265,-0.8431534871336898,0
-0.47683318832573135,-1.999379342428323,-2.155938390079145,0
-1.463764887748699,-0.6529207316992146,0.5500408601838971,0
-1.5855037493290076,-1.3944268151557284,0.4441677724102372,0
0.5780634762213835,-1.599226343188773,1.506582366096464,0
-0.6426898879826564,0.978661938297273,-0.6321458257547555,0
